Id,label
2169.png,4
1083.png,4
1258.png,4
547.png,1
516.png,2
403.png,1
1651.png,2
1139.png,0
1.png,1
3136.png,1
2130.png,4
1265.png,2
2107.png,3
1261.png,0
1757.png,0
1260.png,0
1268.png,3
1012.png,1
2094.png,3
3044.png,0
1697.png,4
678.png,0
3461.png,3
247.png,0
1656.png,3
1227.png,1
170.png,1
1380.png,4
3098.png,4
554.png,2
3309.png,0
1106.png,2
2477.png,2
1273.png,4
2321.png,1
2532.png,3
1468.png,0
1228.png,3
2141.png,1
1543.png,0
658.png,3
776.png,0
3284.png,0
638.png,2
644.png,3
3210.png,1
1395.png,4
2149.png,3
3091.png,2
878.png,1
404.png,1
3066.png,4
767.png,4
3252.png,2
2775.png,2
402.png,4
308.png,2
1418.png,2
2921.png,2
3056.png,3
1149.png,0
2767.png,2
690.png,3
20.png,3
1225.png,0
1030.png,1
1672.png,0
3218.png,1
2231.png,0
619.png,0
179.png,3
2124.png,0
729.png,0
2266.png,1
1190.png,0
186.png,1
2653.png,4
704.png,1
2728.png,3
3474.png,1
1712.png,3
3444.png,3
405.png,2
2226.png,3
124.png,0
3093.png,2
3294.png,4
683.png,4
156.png,1
1639.png,4
3172.png,3
2501.png,4
2044.png,1
344.png,2
3281.png,3
2481.png,3
1186.png,3
1256.png,3
2080.png,1
3389.png,3
2015.png,2
1801.png,1
3390.png,1
3070.png,0
2469.png,1
441.png,3
702.png,1
2594.png,3
3014.png,1
1145.png,2
1104.png,4
1133.png,3
1745.png,1
2322.png,1
3258.png,3
859.png,2
2717.png,1
2975.png,1
1142.png,4
2927.png,0
2236.png,4
2418.png,1
1079.png,4
2967.png,0
319.png,3
2839.png,0
2992.png,4
2951.png,0
585.png,3
1997.png,4
2881.png,3
2709.png,1
1923.png,0
48.png,2
3428.png,3
1622.png,4
3273.png,4
3410.png,0
2213.png,2
204.png,3
2070.png,4
812.png,3
269.png,2
2440.png,3
558.png,3
1529.png,4
1587.png,2
1366.png,0
2928.png,0
3007.png,4
1076.png,3
778.png,0
3380.png,1
1769.png,4
2474.png,2
113.png,3
2185.png,0
2528.png,3
2930.png,4
2001.png,4
1695.png,3
2110.png,3
909.png,2
2233.png,0
2453.png,0
2438.png,2
1013.png,1
3235.png,4
592.png,0
1785.png,2
3008.png,4
2573.png,1
2393.png,3
1926.png,0
2512.png,1
1813.png,0
3243.png,0
803.png,1
2259.png,3
1906.png,3
738.png,2
2979.png,2
2037.png,0
2189.png,4
2804.png,1
1047.png,1
1882.png,1
2375.png,1
2685.png,3
804.png,2
378.png,4
955.png,4
117.png,3
2578.png,2
446.png,3
49.png,2
1724.png,4
1939.png,1
2965.png,3
2476.png,2
655.png,0
23.png,4
940.png,1
1377.png,0
1947.png,1
614.png,3
1867.png,0
2661.png,1
285.png,3
1517.png,2
2556.png,4
3073.png,0
1014.png,2
2605.png,4
3242.png,0
464.png,0
845.png,3
1842.png,2
2847.png,4
3329.png,1
3457.png,2
2331.png,2
1708.png,2
1734.png,3
1891.png,2
3175.png,0
3417.png,4
3120.png,1
1357.png,4
1646.png,4
2163.png,4
3082.png,0
3285.png,0
775.png,0
2429.png,2
2530.png,3
38.png,0
1039.png,0
1116.png,1
2568.png,1
1904.png,3
3156.png,3
1284.png,3
2545.png,0
2010.png,1
2942.png,1
2554.png,4
1509.png,0
1763.png,4
2377.png,2
5.png,3
2164.png,4
1738.png,0
231.png,1
479.png,2
2982.png,0
2428.png,1
713.png,4
1309.png,4
2603.png,0
2515.png,1
2523.png,2
2625.png,2
1933.png,4
3481.png,1
1458.png,1
3.png,2
1307.png,0
2931.png,4
3336.png,0
212.png,4
398.png,3
3305.png,3
3158.png,3
1478.png,0
910.png,2
24.png,4
1831.png,1
3000.png,2
3004.png,4
882.png,3
1833.png,1
2547.png,0
2733.png,3
2745.png,0
1283.png,2
1715.png,3
2960.png,0
2035.png,3
2765.png,1
3412.png,4
2272.png,1
444.png,3
264.png,1
1823.png,4
607.png,1
858.png,4
359.png,2
1625.png,0
1159.png,3
2950.png,4
2127.png,0
99.png,2
332.png,4
1270.png,0
3451.png,1
2724.png,2
550.png,1
355.png,3
2702.png,4
3440.png,2
2432.png,2
2522.png,2
456.png,2
1774.png,1
583.png,2
488.png,0
2131.png,4
150.png,2
